DOWN,900,dWn,SWL,1,0,3.9118
SHOULD,888,SUd,SrS,8,0,3.9101
BECAUSE,883,bx-'kcz,BI-'Kct,1,1,3.8982
EACH,878,iC,IS,12,0,3.7389
JUST,872,J^st,SItt,10,0,3.9211
THOSE,850,Doz,Trt,1,0,3.8872
PEOPLE,847,'pi-pxl,'BI-BIL,12,1,3.8971
HOW,834,hW,KW,3,0,3.9213
TOO,834,tu,tr,8,0,3.9139
LITTLE,831,'lI-dxl,'LI-SIL,10,1,3.907
STATE,834,stet,ttIt,2,0,3.4265
GOOD,805,gUd,KrS,13,0,3.92
VERY,796,'vEr-i,'FIr-I,3,1,3.8956
MAKE,794,mek,BIK,31,0,3.9147
WORLD,799,wRld,wrLS,3,0,3.792
STILL,782,stIl,ttIL,7,0,3.8928
OWN,772,on,rL,4,0,3.8412
SEE,772,si,tI,5,0,3.9205
MEN,763,mEn,BIL,33,0,3.6987
WORK,762,wRk,wrK,2,0,3.8849
LONG,806,lcG,LcK,4,0,3.8798
HERE,750,hir,KIr,5,0,3.9218
GET,749,gEt,KIt,33,0,3.921
BOTH,731,boT,BrT,4,0,3.7863
BETWEEN,730,bx-'twin,BI-'twIL,1,1,3.6679
LIFE,715,lAf,LIF,11,0,3.8806
BEING,711,'bi-IG,'BI-IK,3,1,3.8503
UNDER,710,'^n-dR,'IL-Sr,3,1,3.7464
NEVER,697,'nE-vR,'LI-Fr,5,1,3.9116
DAY,698,de,SI,8,0,3.8881
SAME,686,sem,tIB,22,0,3.8291
ANOTHER,684,x-'n^-DR,I-'LI-Tr,1,2,3.865
KNOW,683,no,Lr,4,0,3.9212
WHILE,680,'wA-xl,'wI-IL,1,1,3.816
LAST,676,l@st,LItt,11,0,3.8883
MIGHT,672,mAt,BIt,44,0,3.8526
US,671,^s,It,14,0,3.9138
GREAT,665,gret,KrIt,15,0,3.8729
OLD,673,old,rLS,4,0,3.8395
YEAR,700,yir,KIr,5,0,3.6974
OFF,639,cf,cF,1,0,3.9063
COME,634,k^m,KIB,30,0,3.921
SINCE,628,sIns,tILt,24,0,3.7984
AGAINST,627,x-'gEnst,I-'KILtt,1,1,3.656
GO,626,go,Kr,10,0,3.9214
CAME,622,kem,KIB,30,0,3.8382
RIGHT,613,rAt,rIt,13,0,3.9202
USED,611,yuzd,KrtS,2,0,3.8012
THREE,610,Tri,TrI,1,0,3.841
TAKE,610,tek,tIK,22,0,3.9191
HIMSELF,603,hIm-'sElf,KIB-'tILF,1,1,3.574
STATES,603,stets,ttItt,2,0,3.1316
FEW,601,fyu,FKr,2,0,3.7805
HOUSE,591,hWs,KWt,4,0,3.7811
USE,591,yus,Krt,16,0,3.8098
DURING,588,'dUr-IG,'Srr-IK,1,1,3.4023
WITHOUT,583,wIT-'Wt,wIT-'Wt,1,1,3.8138
AGAIN,577,x-'gEn,I-'KIL,2,1,3.895
PLACE,579,ples,BLIt,13,0,3.8621
AMERICAN,572,x-'mEr-x-kxn,I-'BIr-I-KIL,1,3,3.3204
AROUND,562,x-'rWnd,I-'rWLS,1,1,3.8788
HOWEVER,552,.hW-'E-vR,.KW-'I-Fr,1,2,3.1917
HOME,547,hom,KrB,9,0,3.8723
SMALL,548,smcl,tBcL,3,0,3.5483
FOUND,536,fAnd,FILS,13,0,3.8052
MRS.,534,'mI-sxz,'BI-tIt,9,1,NA
1,4274,w^n,wIL,11,0,NA
THOUGHT,517,Tct,Tct,1,0,3.8938
WENT,508,wEnt,wILt,15,0,3.8246
SAY,504,se,tI,5,0,3.9155
PART,504,part,Bcrt,11,0,3.7486
ONCE,499,w^ns,wILt,15,0,3.8066
HIGH,507,hA,KI,11,0,3.6485
GENERAL,520,'JE-nx-rxl,'SI-LI-rIL,1,2,3.2014
UPON,495,x-'pcn,I-'BcL,2,1,3.2596
SCHOOL,499,skul,tKrL,2,0,3.6563
EVERY,491,'Ev-ri,'IF-rI,1,1,3.8579
DON'T,489,dont,SrLt,7,0,1.7782
DOES,485,d^z,SIt,26,0,3.8846
GOT,487,gat,Kct,9,0,3.9165
UNITED,482,yU-'nA-dxd,Kr-'LI-SIS,1,2,3.0641
LEFT,480,lEft,LIFt,9,0,3.8452
NUMBER,535,'n^m-bR,'LIB-Br,3,1,3.6573
COURSE,465,kcrs,Kcrt,9,0,3.8239
WAR,464,wcr,wcr,1,0,3.406
UNTIL,462,^n-'tIl,IL-'tIL,3,1,3.7875
ALWAYS,458,'cl-wiz,'cL-wIt,1,1,3.8748
AWAY,456,x-'we,I-'wI,1,1,3.8797
FACT,447,f@kt,FIKt,7,0,3.6405
2,2110,tu,tr,8,0,NA
WATER,445,'wa-dR,'wc-Sr,2,1,3.6157
THOUGH,440,Do,Tr,2,0,3.6647
PUT,438,pUt,Brt,14,0,3.8944
PUBLIC,449,'p^-blxk,'BI-BLIK,1,1,3.3239
LESS,437,lEs,LIt,24,0,3.5475
THINK,433,TIGk,TIKK,2,0,3.9192
ALMOST,432,'cl-.most,'cL-.Brtt,1,1,3.6947
HAND,431,h@nd,KILS,17,0,3.7453
ENOUGH,431,x-'n^f,I-'LIF,2,1,3.8549
FAR,426,far,Fcr,2,0,3.715
TOOK,426,tUk,trK,5,0,3.8065
HEAD,424,hEd,KIS,27,0,3.799
YET,419,yEt,KIt,33,0,3.8065
GOVERNMENT,418,'g^-vRn-mEnt,'KI-FrL-BILt,1,2,3.183
SYSTEM,416,'sI-stxm,'tI-ttIB,1,1,3.3504
BETTER,414,'bE-dR,'BI-Sr,17,1,3.8929
SET,414,sEt,tIt,20,0,3.7148
TOLD,413,told,trLS,5,0,3.8768
NIGHT,411,nAt,LIt,24,0,3.8682
NOTHING,415,'n^-TIG,'LI-TIK,1,1,3.895
END,409,End,ILS,4,0,3.7539
WHY,404,wA,wI,3,0,3.9191
EYES,401,Az,It,14,0,3.6782
CALLED,401,kcld,KcLS,5,0,3.7855
DIDN'T,401,'dI-dxnt,'SI-SILt,1,1,1.4314
FIND,400,fAnd,FILS,13,0,3.8858
LOOK,399,lUk,LrK,3,0,3.9186
GOING,424,'go-IG,'Kr-IK,1,1,3.9159
ASKED,398,@skt,ItKt,2,0,3.7078
LATER,397,'le-dR,'LI-Sr,10,1,3.7747
KNEW,395,nu,Lr,4,0,3.7991
POINT,496,pOnt,BrLt,13,0,3.7163
NEXT,394,nEkst,LIKtt,1,0,3.8452
CITY,393,'sI-di,'tI-SI,5,1,3.5214
BUSINESS,393,'bIz-nxs,'BIt-LIt,1,1,3.7149
PROGRAM,393,'pro-gr@m,'Brr-KrIB,1,1,3.0715
GROUP,390,grup,KrrB,5,0,3.3218
GIVE,389,gIv,KIF,13,0,3.9079
TOWARD,386,tcrd,tcrS,3,0,2.9445
YOUNG,385,y^G,KIK,21,0,3.6708
DAYS,384,dez,SIt,26,0,3.7636
ROOM,387,rum,rrB,4,0,3.796
LET,383,lEt,LIt,24,0,3.9195
PRESIDENT,387,'prE-zx-dEnt,'BrI-tI-SILt,3,2,3.1909
SIDE,381,sAd,tIS,17,0,3.6745
SOCIAL,391,'so-Sxl,'tr-SIL,4,1,3.0554
SEVERAL,378,'sEv-rxl,'tIF-rIL,2,1,3.1685
PRESENT,382,'prE-zxnt,'BrI-tILt,6,1,3.4188
ORDER,376,'cr-dR,'cr-Sr,3,1,3.5827
GIVEN,376,'gI-vxn,'KI-FIL,11,1,3.4874
NATIONAL,375,'n@-Sx-nxl,'LI-SI-LIL,1,2,3.0538
POSSIBLE,374,'pa-sx-bxl,'Bc-tI-BIL,1,2,3.5281
RATHER,373,'r@-DR,'rI-Tr,1,1,3.5193
SECOND,382,'sE-kxnd,'tI-KILS,2,1,3.7585
PER,377,pR,Br,9,0,2.9009
FACE,375,fes,FIt,16,0,3.749
FORM,380,fcrm,FcrB,2,0,3.1864
IMPORTANT,374,Im-'pcr-txnt,IB-'Bcr-tILt,2,2,3.6883
OFTEN,369,'c-fxn,'c-FIL,2,1,3.3049
AMONG,369,x-'m^G,I-'BIK,4,1,3.1052
THINGS,368,TIGz,TIKt,1,0,3.8744
LOOKED,367,lUkt,LrKt,3,0,3.5624
EARLY,366,'R-li,'r-LI,3,1,3.5165
WHITE,370,wAt,wIt,11,0,3.5258
CASE,362,kes,KIt,33,0,3.689
JOHN,367,Jan,ScL,7,0,3.3004
LARGE,368,larJ,LcrS,5,0,3.1706
BIG,360,bIg,BIK,31,0,3.8594
NEED,360,nid,LIS,17,0,3.9073
FOUR,360,fcr,Fcr,2,0,3.6931
WITHIN,359,wIT-'In,wIT-'IL,1,1,3.2975
BECOME,359,bx-'k^m,BI-'KIB,2,1,3.5168
FELT,357,fElt,FILt,17,0,3.525
CHILDREN,355,'CIl-drxn,'SIL-SrIL,1,1,3.5155
ALONG,355,x-'lcG,I-'LcK,1,1,3.635
SAW,352,sc,tc,2,0,3.8075
BEST,351,bEst,BItt,27,0,3.8244
CHURCH,348,CRC,SrS,8,0,3.1274
EVER,358,'E-vR,'I-Fr,1,1,3.8759
LEAST,343,list,LItt,11,0,3.733
POWER,342,'pW-R,'BW-r,2,1,3.4744
DEVELOPMENT,333,dx-'vE-lxp-mxnt,SI-'FI-LIB-BILt,1,3,2.6665
SEEMED,333,simd,tIBS,3,0,3.2844
LIGHT,333,lAt,LIt,24,0,3.5938
THING,333,TIG,TIK,3,0,3.9063
FAMILY,331,'f@m-li,'FIB-LI,1,1,3.7276
INTEREST,330,'In-trxst,'IL-trItt,1,1,3.2622
WANT,333,w^nt,wILt,15,0,3.9194
MEMBERS,325,'mEm-bRz,'BIB-Brt,1,1,2.9504
MIND,325,mAnd,BILS,26,0,3.837
COUNTRY,324,'k^n-tri,'KIL-trI,2,1,3.5184
AREA,324,'Er-i-x,'Ir-I-I,1,2,3.3345
OTHERS,323,'^-DRz,'I-Trt,1,1,3.4649
ALTHOUGH,321,.cl-'Do,.cL-'Tr,1,1,3.194
TURNED,320,tRnd,trLS,5,0,3.5391
DONE,319,d^n,SIL,35,0,3.8467
OPEN,318,'o-pxn,'r-BIL,5,1,3.767
GOD,327,gad,KcS,5,0,3.8414
SERVICE,318,'sR-vxs,'tr-FIt,4,1,3.3817
PROBLEM,313,'pra-blxm,'Brc-BLIB,1,1,3.7689
KIND,318,kAnd,KILS,17,0,3.8644
CERTAIN,313,'sR-txn,'tr-tIL,2,1,3.4241
BEGAN,312,bx-'g@n,BI-'KIL,4,1,3.0398
DOOR,312,dcr,Scr,5,0,3.7232
DIFFERENT,312,'dI-frxnt,'SI-FrILt,2,1,3.6867
HELP,326,hElp,KILB,5,0,3.8891
THUS,311,D^s,TIt,5,0,2.5832
SENSE,311,sEns,tILt,24,0,3.5843
MEANS,310,minz,BILt,37,0,3.7202
WHOLE,309,hol,KrL,17,0,3.8084
MATTER,308,'m@-dR,'BI-Sr,17,1,3.7954
PERHAPS,307,.pR-'h@ps,.Br-'KIBt,1,1,3.4664
ITSELF,304,.It-'sElf,.It-'tILF,1,1,3.1538
YORK,302,ycrk,KcrK,3,0,3.3176
IT'S,302,Its,Itt,7,0,3.5819
TIMES,300,tAmz,tIBt,17,0,3.7136
LAW,299,lc,Lc,3,0,3.4011
HUMAN,299,'hyu-mxn,'KKr-BIL,2,1,3.4672
LINE,302,lAn,LIL,16,0,3.6571
ABOVE,296,x-'b^v,I-'BIF,1,1,3.2502
NAME,300,nem,LIB,19,0,3.8471
EXAMPLE,292,Ek-'s@m-pxl,IK-'tIB-BIL,1,2,3.0737
ACTION,291,'@k-Sxn,'IK-SIL,2,1,3.269
COMPANY,290,'k^m-px-ni,'KIB-BI-LI,2,2,3.5164
HANDS,289,h@ndz,KILSt,3,0,3.7039
LOCAL,291,'lo-kxl,'Lr-KIL,1,1,3.1758
SHOW,288,So,Sr,9,0,3.8216
3,1073,Tri,TrI,1,0,NA
HISTORY,286,'hI-stx-ri,'KI-ttI-rI,1,2,3.3833
WHETHER,286,'wE-DR,'wI-Tr,2,1,3.353
FIVE,286,fAv,FIF,3,0,3.7165
GAVE,285,gev,KIF,13,0,3.7427
EITHER,284,'i-DR,'I-Tr,3,1,3.6978
TODAY,288,tx-'de,tI-'SI,1,1,3.8176
SOMETHING,450,'s^m-TIG,'tIB-TIK,1,1,3.9155
FEET,283,fit,FIt,16,0,3.5128
ACT,283,@kt,IKt,5,0,3.4895
ACROSS,282,x-'krcs,I-'Krct,1,1,3.4613
TAKEN,281,'te-kxn,'tI-KIL,7,1,3.6051
QUITE,281,kwAt,KwIt,3,0,3.6323
PAST,281,p@st,BItt,27,0,3.5604
ANYTHING,280,'I-ni-.TIG,'I-LI-.TIK,1,2,3.8993
HAVING,280,'h@-vIG,'KI-FIK,5,1,3.7694
SEEN,279,sin,tIL,25,0,3.8157
BODY,280,'ba-di,'Bc-SI,5,1,3.5979
EXPERIENCE,276,Ek-'spir-i-xns,IK-'tBIr-I-ILt,1,3,3.2993
DEATH,276,dET,SIT,3,0,3.6313
WEEK,275,wik,wIK,7,0,3.7011
REALLY,275,'ri-li,'rI-LI,4,1,3.9007
HALF,355,h@f,KIF,13,0,3.6708
WORDS,274,wRdz,wrSt,2,0,3.5206
FIELD,274,fild,FILS,13,0,3.2833
WORD,274,wRd,wrS,3,0,3.7116
CAR,274,kar,Kcr,5,0,3.7122
ALREADY,273,.cl-'rE-di,.cL-'rI-SI,1,2,3.8028
THEMSELVES,270,DEm-'sElvz,TIB-'tILFt,1,1,3.2472
I'M,269,Am,IB,9,0,2.1335
INFORMATION,269,.In-fR-'me-Sxn,.IL-Fr-'BI-SIL,1,3,3.3755
SHALL,268,S@l,SIL,35,0,3.486
TELL,268,tEl,tIL,25,0,3.9097
COLLEGE,267,'ka-lxJ,'Kc-LIS,1,1,3.2838
TOGETHER,267,tx-'gE-DR,tI-'KI-Tr,1,2,3.8096
MONEY,265,'m^-ni,'BI-LI,12,1,3.7519
PERIOD,265,'pir-i-xd,'BIr-I-IS,2,2,3.0099
KEEP,264,kip,KIB,30,0,3.8791
HELD,264,hEld,KILS,17,0,3.2148
SURE,263,SUr,Srr,5,0,3.9035
PROBABLY,261,'pra-bx-bli,'Brc-BI-BLI,1,2,3.76
FREE,263,fri,FrI,3,0,3.6313
SEEMS,259,simz,tIBt,17,0,3.6588
POLITICAL,258,px-'lI-dx-kxl,BI-'LI-SI-KIL,1,3,2.8109
CANNOT,258,kx-'nat,KI-'Lct,1,1,3.4887
REAL,258,ril,rIL,8,0,3.8098
BEHIND,258,bx-'hAnd,BI-'KILS,2,1,3.6749
AIR,257,Er,Ir,2,0,3.5219
QUESTION,257,'kwEs-Cxn,'KwIt-SIL,1,1,3.6616
OFFICE,255,'c-fxs,'c-FIt,1,1,3.5994
MAKING,255,'me-kIG,'BI-KIK,8,1,3.7342
BROUGHT,253,brct,Brct,1,0,3.669
MISS,253,mIs,BIt,44,0,3.735
WHOSE,251,huz,Krt,16,0,3.3566
SPECIAL,250,'spE-Sxl,'tBI-SIL,3,1,3.5895
HEARD,248,hRd,KrS,13,0,3.815
MAJOR,247,'me-JR,'BI-Sr,17,1,3.2458
PROBLEMS,247,'pra-blxmz,'Brc-BLIBt,1,1,3.3852
BECAME,246,bx-'kem,BI-'KIB,2,1,3.2071
STUDY,246,'st^-di,'ttI-SI,3,1,3.1523
FEDERAL,246,'fE-dx-rxl,'FI-SI-rIL,2,2,2.828
MOMENT,246,'mo-mxnt,'Br-BILt,2,1,3.6427
AGO,246,x-'go,I-'Kr,3,1,3.7673
KNOWN,262,non,LrL,7,0,3.5721
AVAILABLE,245,x-'ve-lx-bxl,I-'FI-LI-BIL,1,3,3.0294
RESULT,244,rx-'z^lt,rI-'tILt,3,1,2.891
STREET,244,strit,ttrIt,5,0,3.533
ECONOMIC,246,.E-kx-'na-mxk,.I-KI-'Lc-BIK,1,3,2.2856
BOY,242,bO,Br,9,0,3.7877
POSITION,241,px-'zI-Sxn,BI-'tI-SIL,3,2,3.3408
REASON,241,'ri-zxn,'rI-tIL,7,1,3.6839
SOUTH,243,sWT,tWT,1,0,3.2289
CHANGE,240,CenJ,SILS,9,0,3.721
BOARD,239,bcrd,BcrS,11,0,3.2261
INDIVIDUAL,239,.In-dx-'vI-JU-xl,.IL-SI-'FI-Sr-IL,1,4,2.6875
JOB,238,Jab,ScB,5,0,3.777
SOCIETY,237,sx-'sA-x-ti,tI-'tI-I-tI,2,3,3.0111
AREAS,236,'Er-i-xz,'Ir-I-It,1,2,2.5599
WEST,242,wEst,wItt,7,0,3.1965
CLOSE,234,klos,KLrt,4,0,3.7145
TURN,238,tRn,trL,11,0,3.7732
LOVE,232,l^v,LIF,11,0,3.8679
TRUE,231,tru,trr,5,0,3.7253
COMMUNITY,231,kx-'myu-nx-ti,KI-'BKr-LI-tI,1,3,2.9624
COURT,230,kcrt,Kcrt,9,0,3.2648
FULL,230,fUl,FrL,9,0,3.6362
FORCE,230,fcrs,Fcrt,5,0,3.298
COST,238,kcst,Kctt,3,0,3.3002
SEEM,229,sim,tIB,22,0,3.6133
AM,229,@m,IB,9,0,3.9022
WIFE,228,wAf,wIF,6,0,3.6823
FUTURE,227,'fyu-CR,'FKr-Sr,1,1,3.4203
AGE,227,eJ,IS,12,0,3.3979
WANTED,226,'w^n-txd,'wIL-tIS,1,1,3.8476
VOICE,226,vOs,Frt,6,0,3.3797
DEPARTMENT,230,dx-'part-mxnt,SI-'Bcrt-BILt,2,2,3.2526
CENTER,224,'sEn-tR,'tIL-tr,2,1,3.099
WOMAN,224,'wU-mxn,'wr-BIL,1,1,3.7728
COMMON,223,'ka-mxn,'Kc-BIL,4,1,3.2183
CONTROL,223,kxn-'trol,KIL-'trrL,1,1,3.5138
POLICY,222,'pa-lx-si,'Bc-LI-tI,2,2,2.9284
NECESSARY,222,'nE-sx-.sEr-i,'LI-tI-.tIr-I,1,3,3.2312
FRONT,221,fr^nt,FrILt,3,0,3.6618
SOMETIMES,221,'s^m-.tAmz,'tIB-.tIBt,1,1,3.6429
FOLLOWING,221,'fa-lo-IG,'Fc-Lr-IK,1,2,3.2222
SIX,221,sIks,tIKt,12,0,3.6387
GIRL,220,gRl,KrL,17,0,3.7885
CLEAR,225,klir,KLIr,3,0,3.6217
LAND,218,l@nd,LILS,9,0,3.317
FURTHER,218,'fR-DR,'Fr-Tr,1,1,3.2586
PROVIDE,216,prx-'vAd,BrI-'FIS,1,1,2.8779
MUSIC,216,'myu-zxk,'BKr-tIK,1,1,3.4314
FEEL,216,fil,FIL,17,0,3.8613
PARTY,216,'par-di,'Bcr-SI,2,1,3.5711
ABLE,216,'e-bxl,'I-BIL,2,1,3.6321
MOTHER,216,'m^-DR,'BI-Tr,1,1,3.7448
EDUCATION,214,.E-JU-'ke-Sxn,.I-Sr-'KI-SIL,1,3,2.8351
UNIVERSITY,214,.yu-nx-'vR-sx-ti,.Kr-LI-'Fr-tI-tI,1,4,2.8414
RUN,221,r^n,rIL,8,0,3.7828
STUDENTS,213,'stu-dxnts,'ttr-SILtt,1,1,2.8915
CHILD,213,CAld,SILS,9,0,3.4869
EFFECT,213,x-'fEkt,I-'FIKt,2,1,2.9689
LEVEL,213,'lE-vxl,'LI-FIL,4,1,3.2017
TOWN,224,tWn,tWL,1,0,3.6146
SHORT,226,Scrt,Scrt,7,0,3.4509
STOOD,212,stUd,ttrS,3,0,2.9987
MILITARY,212,'mI-lx-.tEr-i,'BI-LI-.tIr-I,1,3,2.9818
TOTAL,211,'to-dxl,'tr-SIL,4,1,3.1492
MORNING,211,'mcr-nIG,'Bcr-LIK,1,1,3.7822
OUTSIDE,210,.Wt-'sAd,.Wt-'tIS,1,1,3.6464
RATE,209,ret,rIt,13,0,2.975
FIGURE,280,'fIg-yR,'FIK-Kr,2,1,3.5675
ART,208,art,crt,2,0,3.2047
CENTURY,241,'sEn-Cx-ri,'tIL-SI-rI,1,2,2.8621
CLASS,256,kl@s,KLIt,5,0,3.3885
WASHINGTON,210,'w^-SIG-txn,'wI-SIK-tIL,1,2,2.9566
USUALLY,206,'yu-ZU-xl-i,'Kr-Sr-IL-I,1,3,3.3651
4,641,fcr,Fcr,2,0,NA
NORTH,206,ncrT,LcrT,1,0,3.2087
PLAN,205,pl@n,BLIL,3,0,3.5477
THEREFORE,205,'DEr-.fcr,'TIr-.Fcr,1,1,2.8639
LEAVE,205,liv,LIF,11,0,3.8565
EVIDENCE,204,'E-vx-dEns,'I-FI-SILt,1,2,3.2445
SOUND,204,sWnd,tWLS,1,0,3.6096
TOP,204,tap,tcB,4,0,3.5571
MILLION,207,'mIl-yxn,'BIL-KIL,8,1,3.4029
HARD,213,hard,KcrS,9,0,3.785
BLACK,207,bl@k,BLIK,7,0,3.5039
STRONG,202,strcG,ttrcK,1,0,3.4289
TAX,201,t@ks,tIKt,12,0,2.6955
VARIOUS,201,'vEr-i-xs,'FIr-I-It,1,2,2.5877
TYPE,200,tAp,tIB,22,0,3.2828
PLAY,200,ple,BLI,3,0,3.7279
BELIEVE,200,bx-'liv,BI-'LIF,2,1,3.87
SAYS,200,sEz,tIt,20,0,3.7728
SURFACE,217,'sR-fxs,'tr-FIt,4,1,2.7356
VALUE,200,'v@l-.yu,'FIL-.Kr,2,1,2.936
SOON,199,sun,trL,11,0,3.7485
MEAN,199,min,BIL,33,0,3.9049
PEACE,198,pis,BIt,44,0,3.2714
LINES,198,lAnz,LILt,10,0,3.13
TABLE,198,'te-bxl,'tI-BIL,10,1,3.4609
MODERN,198,'ma-dRn,'Bc-SrL,1,1,2.8306
NEAR,198,nir,LIr,3,0,3.4495
ROAD,197,rod,rrS,4,0,3.442
RED,197,rEd,rIS,12,0,3.4833
BOOK,197,bUk,BrK,6,0,3.5112
MINUTES,196,'mI-nxts,'BI-LItt,3,1,3.7168
PERSONAL,196,'pR-sx-nxl,'Br-tI-LIL,1,2,3.4516
SITUATION,196,.sI-CU-'e-Sxn,.tI-Sr-'I-SIL,1,3,3.399
PROCESS,196,'pra-.sEs,'Brc-.tIt,1,1,3.0162
ENGLISH,195,'IG-glxS,'IK-KLIS,1,1,3.3028
SCHOOLS,195,skulz,tKrLt,1,0,2.6785
NOR,195,ncr,Lcr,2,0,3.0465
INCREASE,195,'In-.kris,'IL-.KrIt,3,1,2.5705
WOMEN,195,'wI-mxn,'wI-BIL,3,1,3.583
GONE,195,gcn,KcL,9,0,3.7724
ALONE,195,x-'lon,I-'LrL,2,1,3.7724
IDEA,195,.A-'di-x,.I-'SI-I,1,2,3.8035
AMERICA,194,x-'mEr-I-kx,I-'BIr-I-KI,1,3,3.2507
LIVING,197,'lI-vIG,'LI-FIK,4,1,3.6137
STARTED,194,'star-dxd,'ttcr-SIS,1,1,3.6747
LONGER,193,'lcG-gR,'LcK-Kr,1,1,3.5159
CUT,198,k^t,KIt,33,0,3.6938
FINALLY,191,'fA-nx-li,'FI-LI-LI,3,2,3.5553
NATURE,191,'ne-CR,'LI-Sr,10,1,3.1836
PRIVATE,191,'prA-vxt,'BrI-FIt,5,1,3.3537
SECRETARY,210,'sE-krx-.tEr-i,'tI-KrI-.tIr-I,1,3,2.8938
THIRD,216,TRd,TrS,1,0,3.3714
