DEVELOPMENT,333,dx-'vE-lxp-mxnt,SI-'FI-LIB-BILt,1,3
SEEMED,333,simd,tIBS,3,0
LIGHT,333,lAt,LIt,24,0
THING,333,TIG,TIK,3,0
FAMILY,331,'f@m-li,'FIB-LI,1,1
INTEREST,330,'In-trxst,'IL-trItt,1,1
WANT,333,w^nt,wILt,15,0
MEMBERS,325,'mEm-bRz,'BIB-Brt,1,1
MIND,325,mAnd,BILS,26,0
COUNTRY,324,'k^n-tri,'KIL-trI,2,1
AREA,324,'Er-i-x,'Ir-I-I,1,2
OTHERS,323,'^-DRz,'I-Trt,1,1
ALTHOUGH,321,.cl-'Do,.cL-'Tr,1,1
TURNED,320,tRnd,trLS,5,0
DONE,319,d^n,SIL,35,0
OPEN,318,'o-pxn,'r-BIL,5,1
GOD,327,gad,KcS,5,0
SERVICE,318,'sR-vxs,'tr-FIt,4,1
PROBLEM,313,'pra-blxm,'Brc-BLIB,1,1
KIND,318,kAnd,KILS,17,0
CERTAIN,313,'sR-txn,'tr-tIL,2,1
BEGAN,312,bx-'g@n,BI-'KIL,4,1
DOOR,312,dcr,Scr,5,0
DIFFERENT,312,'dI-frxnt,'SI-FrILt,2,1
HELP,326,hElp,KILB,5,0
THUS,311,D^s,TIt,5,0
SENSE,311,sEns,tILt,24,0
MEANS,310,minz,BILt,37,0
WHOLE,309,hol,KrL,17,0
MATTER,308,'m@-dR,'BI-Sr,17,1
PERHAPS,307,.pR-'h@ps,.Br-'KIBt,1,1
ITSELF,304,.It-'sElf,.It-'tILF,1,1
YORK,302,ycrk,KcrK,3,0
IT'S,302,Its,Itt,7,0
TIMES,300,tAmz,tIBt,17,0
LAW,299,lc,Lc,3,0
HUMAN,299,'hyu-mxn,'KKr-BIL,2,1
LINE,302,lAn,LIL,16,0
ABOVE,296,x-'b^v,I-'BIF,1,1
NAME,300,nem,LIB,19,0
EXAMPLE,292,Ek-'s@m-pxl,IK-'tIB-BIL,1,2
ACTION,291,'@k-Sxn,'IK-SIL,2,1
COMPANY,290,'k^m-px-ni,'KIB-BI-LI,2,2
HANDS,289,h@ndz,KILSt,3,0
LOCAL,291,'lo-kxl,'Lr-KIL,1,1
SHOW,288,So,Sr,9,0
3,1073,Tri,TrI,1,0
HISTORY,286,'hI-stx-ri,'KI-ttI-rI,1,2
WHETHER,286,'wE-DR,'wI-Tr,2,1
FIVE,286,fAv,FIF,3,0
GAVE,285,gev,KIF,13,0
EITHER,284,'i-DR,'I-Tr,3,1
TODAY,288,tx-'de,tI-'SI,1,1
SOMETHING,450,'s^m-TIG,'tIB-TIK,1,1
FEET,283,fit,FIt,16,0
ACT,283,@kt,IKt,5,0
ACROSS,282,x-'krcs,I-'Krct,1,1
TAKEN,281,'te-kxn,'tI-KIL,7,1
QUITE,281,kwAt,KwIt,3,0
PAST,281,p@st,BItt,27,0
ANYTHING,280,'I-ni-.TIG,'I-LI-.TIK,1,2
HAVING,280,'h@-vIG,'KI-FIK,5,1
SEEN,279,sin,tIL,25,0
BODY,280,'ba-di,'Bc-SI,5,1
EXPERIENCE,276,Ek-'spir-i-xns,IK-'tBIr-I-ILt,1,3
DEATH,276,dET,SIT,3,0
WEEK,275,wik,wIK,7,0
REALLY,275,'ri-li,'rI-LI,4,1
HALF,355,h@f,KIF,13,0
WORDS,274,wRdz,wrSt,2,0
FIELD,274,fild,FILS,13,0
WORD,274,wRd,wrS,3,0
CAR,274,kar,Kcr,5,0
ALREADY,273,.cl-'rE-di,.cL-'rI-SI,1,2
THEMSELVES,270,DEm-'sElvz,TIB-'tILFt,1,1
I'M,269,Am,IB,9,0
INFORMATION,269,.In-fR-'me-Sxn,.IL-Fr-'BI-SIL,1,3
SHALL,268,S@l,SIL,35,0
TELL,268,tEl,tIL,25,0
COLLEGE,267,'ka-lxJ,'Kc-LIS,1,1
TOGETHER,267,tx-'gE-DR,tI-'KI-Tr,1,2
MONEY,265,'m^-ni,'BI-LI,12,1
PERIOD,265,'pir-i-xd,'BIr-I-IS,2,2
KEEP,264,kip,KIB,30,0
HELD,264,hEld,KILS,17,0
SURE,263,SUr,Srr,5,0
PROBABLY,261,'pra-bx-bli,'Brc-BI-BLI,1,2
FREE,263,fri,FrI,3,0
SEEMS,259,simz,tIBt,17,0
POLITICAL,258,px-'lI-dx-kxl,BI-'LI-SI-KIL,1,3
CANNOT,258,kx-'nat,KI-'Lct,1,1
REAL,258,ril,rIL,8,0
BEHIND,258,bx-'hAnd,BI-'KILS,2,1
AIR,257,Er,Ir,2,0
QUESTION,257,'kwEs-Cxn,'KwIt-SIL,1,1
OFFICE,255,'c-fxs,'c-FIt,1,1
MAKING,255,'me-kIG,'BI-KIK,8,1
BROUGHT,253,brct,Brct,1,0
MISS,253,mIs,BIt,44,0
WHOSE,251,huz,Krt,16,0
SPECIAL,250,'spE-Sxl,'tBI-SIL,3,1
HEARD,248,hRd,KrS,13,0
MAJOR,247,'me-JR,'BI-Sr,17,1
PROBLEMS,247,'pra-blxmz,'Brc-BLIBt,1,1
BECAME,246,bx-'kem,BI-'KIB,2,1
STUDY,246,'st^-di,'ttI-SI,3,1
FEDERAL,246,'fE-dx-rxl,'FI-SI-rIL,2,2
MOMENT,246,'mo-mxnt,'Br-BILt,2,1
AGO,246,x-'go,I-'Kr,3,1
KNOWN,262,non,LrL,7,0
AVAILABLE,245,x-'ve-lx-bxl,I-'FI-LI-BIL,1,3
RESULT,244,rx-'z^lt,rI-'tILt,3,1
STREET,244,strit,ttrIt,5,0
ECONOMIC,246,.E-kx-'na-mxk,.I-KI-'Lc-BIK,1,3
BOY,242,bO,Br,9,0
POSITION,241,px-'zI-Sxn,BI-'tI-SIL,3,2
REASON,241,'ri-zxn,'rI-tIL,7,1
SOUTH,243,sWT,tWT,1,0
CHANGE,240,CenJ,SILS,9,0
BOARD,239,bcrd,BcrS,11,0
INDIVIDUAL,239,.In-dx-'vI-JU-xl,.IL-SI-'FI-Sr-IL,1,4
JOB,238,Jab,ScB,5,0
SOCIETY,237,sx-'sA-x-ti,tI-'tI-I-tI,2,3
AREAS,236,'Er-i-xz,'Ir-I-It,1,2
WEST,242,wEst,wItt,7,0
CLOSE,234,klos,KLrt,4,0
TURN,238,tRn,trL,11,0
LOVE,232,l^v,LIF,11,0
TRUE,231,tru,trr,5,0
COMMUNITY,231,kx-'myu-nx-ti,KI-'BKr-LI-tI,1,3
COURT,230,kcrt,Kcrt,9,0
FULL,230,fUl,FrL,9,0
FORCE,230,fcrs,Fcrt,5,0
COST,238,kcst,Kctt,3,0
SEEM,229,sim,tIB,22,0
AM,229,@m,IB,9,0
WIFE,228,wAf,wIF,6,0
FUTURE,227,'fyu-CR,'FKr-Sr,1,1
AGE,227,eJ,IS,12,0
WANTED,226,'w^n-txd,'wIL-tIS,1,1
VOICE,226,vOs,Frt,6,0
DEPARTMENT,230,dx-'part-mxnt,SI-'Bcrt-BILt,2,2
CENTER,224,'sEn-tR,'tIL-tr,2,1
WOMAN,224,'wU-mxn,'wr-BIL,1,1
COMMON,223,'ka-mxn,'Kc-BIL,4,1
CONTROL,223,kxn-'trol,KIL-'trrL,1,1
POLICY,222,'pa-lx-si,'Bc-LI-tI,2,2
NECESSARY,222,'nE-sx-.sEr-i,'LI-tI-.tIr-I,1,3
FRONT,221,fr^nt,FrILt,3,0
SOMETIMES,221,'s^m-.tAmz,'tIB-.tIBt,1,1
FOLLOWING,221,'fa-lo-IG,'Fc-Lr-IK,1,2
SIX,221,sIks,tIKt,12,0
GIRL,220,gRl,KrL,17,0
CLEAR,225,klir,KLIr,3,0
LAND,218,l@nd,LILS,9,0
FURTHER,218,'fR-DR,'Fr-Tr,1,1
PROVIDE,216,prx-'vAd,BrI-'FIS,1,1
MUSIC,216,'myu-zxk,'BKr-tIK,1,1
FEEL,216,fil,FIL,17,0
PARTY,216,'par-di,'Bcr-SI,2,1
ABLE,216,'e-bxl,'I-BIL,2,1
MOTHER,216,'m^-DR,'BI-Tr,1,1
EDUCATION,214,.E-JU-'ke-Sxn,.I-Sr-'KI-SIL,1,3
UNIVERSITY,214,.yu-nx-'vR-sx-ti,.Kr-LI-'Fr-tI-tI,1,4
RUN,221,r^n,rIL,8,0
STUDENTS,213,'stu-dxnts,'ttr-SILtt,1,1
CHILD,213,CAld,SILS,9,0
EFFECT,213,x-'fEkt,I-'FIKt,2,1
LEVEL,213,'lE-vxl,'LI-FIL,4,1
TOWN,224,tWn,tWL,1,0
SHORT,226,Scrt,Scrt,7,0
STOOD,212,stUd,ttrS,3,0
MILITARY,212,'mI-lx-.tEr-i,'BI-LI-.tIr-I,1,3
TOTAL,211,'to-dxl,'tr-SIL,4,1
MORNING,211,'mcr-nIG,'Bcr-LIK,1,1
OUTSIDE,210,.Wt-'sAd,.Wt-'tIS,1,1
RATE,209,ret,rIt,13,0
FIGURE,280,'fIg-yR,'FIK-Kr,2,1
ART,208,art,crt,2,0
CENTURY,241,'sEn-Cx-ri,'tIL-SI-rI,1,2
CLASS,256,kl@s,KLIt,5,0
WASHINGTON,210,'w^-SIG-txn,'wI-SIK-tIL,1,2
USUALLY,206,'yu-ZU-xl-i,'Kr-Sr-IL-I,1,3
4,641,fcr,Fcr,2,0
NORTH,206,ncrT,LcrT,1,0
PLAN,205,pl@n,BLIL,3,0
THEREFORE,205,'DEr-.fcr,'TIr-.Fcr,1,1
LEAVE,205,liv,LIF,11,0
EVIDENCE,204,'E-vx-dEns,'I-FI-SILt,1,2
SOUND,204,sWnd,tWLS,1,0
TOP,204,tap,tcB,4,0
MILLION,207,'mIl-yxn,'BIL-KIL,8,1
HARD,213,hard,KcrS,9,0
BLACK,207,bl@k,BLIK,7,0
STRONG,202,strcG,ttrcK,1,0
TAX,201,t@ks,tIKt,12,0
VARIOUS,201,'vEr-i-xs,'FIr-I-It,1,2
TYPE,200,tAp,tIB,22,0
PLAY,200,ple,BLI,3,0
BELIEVE,200,bx-'liv,BI-'LIF,2,1
SAYS,200,sEz,tIt,20,0
SURFACE,217,'sR-fxs,'tr-FIt,4,1
VALUE,200,'v@l-.yu,'FIL-.Kr,2,1
SOON,199,sun,trL,11,0
MEAN,199,min,BIL,33,0
PEACE,198,pis,BIt,44,0
LINES,198,lAnz,LILt,10,0
TABLE,198,'te-bxl,'tI-BIL,10,1
MODERN,198,'ma-dRn,'Bc-SrL,1,1
NEAR,198,nir,LIr,3,0
ROAD,197,rod,rrS,4,0
RED,197,rEd,rIS,12,0
BOOK,197,bUk,BrK,6,0
MINUTES,196,'mI-nxts,'BI-LItt,3,1
PERSONAL,196,'pR-sx-nxl,'Br-tI-LIL,1,2
SITUATION,196,.sI-CU-'e-Sxn,.tI-Sr-'I-SIL,1,3
PROCESS,196,'pra-.sEs,'Brc-.tIt,1,1
ENGLISH,195,'IG-glxS,'IK-KLIS,1,1
SCHOOLS,195,skulz,tKrLt,1,0
NOR,195,ncr,Lcr,2,0
INCREASE,195,'In-.kris,'IL-.KrIt,3,1
WOMEN,195,'wI-mxn,'wI-BIL,3,1
GONE,195,gcn,KcL,9,0
ALONE,195,x-'lon,I-'LrL,2,1
IDEA,195,.A-'di-x,.I-'SI-I,1,2
AMERICA,194,x-'mEr-I-kx,I-'BIr-I-KI,1,3
LIVING,197,'lI-vIG,'LI-FIK,4,1
STARTED,194,'star-dxd,'ttcr-SIS,1,1
LONGER,193,'lcG-gR,'LcK-Kr,1,1
CUT,198,k^t,KIt,33,0
FINALLY,191,'fA-nx-li,'FI-LI-LI,3,2
NATURE,191,'ne-CR,'LI-Sr,10,1
PRIVATE,191,'prA-vxt,'BrI-FIt,5,1
SECRETARY,210,'sE-krx-.tEr-i,'tI-KrI-.tIr-I,1,3
THIRD,216,TRd,TrS,1,0
SECTION,189,'sEk-Sxn,'tIK-SIL,2,1
MONTHS,189,m^nTs,BILTt,1,0
GREATER,188,'gre-dR,'KrI-Sr,5,1
CALL,188,kcl,KcL,9,0
THAT'S,187,D@ts,TItt,1,0
FIRE,194,'fA-R,'FI-r,2,1
NEEDED,187,'ni-dxd,'LI-SIS,3,1
EXPECTED,187,Ek-'spEk-txd,IK-'tBIK-tIS,1,2
VIEW,186,vyu,FKr,2,0
KEPT,190,kEpt,KIBt,14,0
VALUES,186,'v@l-.yuz,'FIL-.Krt,1,1
GROUND,186,grWnd,KrWLS,2,0
EVERYTHING,185,'Ev-ri-.TIG,'IF-rI-.TIK,1,2
PRESSURE,188,'prE-SR,'BrI-Sr,4,1
DARK,185,dark,ScrK,3,0
SPACE,184,spes,tBIt,8,0
BASIS,184,'be-sxs,'BI-tIt,9,1
FATHER,183,'fa-DR,'Fc-Tr,1,1
EAST,190,ist,Itt,7,0
SPIRIT,182,'spir-xt,'tBIr-It,1,1
UNION,182,'yun-yxn,'KrL-KIL,1,1
COMPLETE,182,kxm-'plit,KIB-'BLIt,1,1
REQUIRED,181,rx-'kwA-Rd,rI-'KwI-rS,1,2
WROTE,181,rot,rrt,5,0
I'LL,181,'A-xl,'I-IL,1,1
EXCEPT,181,Ek-'sEpt,IK-'tIBt,4,1
MOVED,181,muvd,BrFS,1,0
RETURN,180,rx-'tRn,rI-'trL,1,1
SUPPORT,180,sx-'pcrt,tI-'Bcrt,1,1
CONDITIONS,180,kxn-'dI-Sxnz,KIL-'SI-SILt,1,2
ATTENTION,179,x-'tEn-Sxn,I-'tIL-SIL,3,2
LATE,179,let,LIt,24,0
RECENT,179,'ri-sxnt,'rI-tILt,4,1
PARTICULAR,179,pxr-'tIk-yU-lR,BIr-'tIK-Kr-Lr,1,3
HOPE,177,hop,KrB,9,0
LIVE,177,lIv,LIF,11,0
BROWN,176,brWn,BrWL,1,0
COSTS,176,kcsts,Kcttt,1,0
ELSE,176,Els,ILt,6,0
NATIONS,175,'ne-Sxnz,'LI-SILt,2,1
STAGE,182,steJ,ttIS,7,0
COULDN'T,175,'kU-dxnt,'Kr-SILt,3,1
BEYOND,175,bx-'yand,BI-'KcLS,1,1
FORCES,175,'fcr-sxs,'Fcr-tIt,1,1
DEAD,174,dEd,SIS,22,0
REPORT,174,rx-'pcrt,rI-'Bcrt,2,1
PERSON,174,'pR-sxn,'Br-tIL,5,1
HOURS,174,'W-Rz,'W-rt,1,1
TAKING,174,'te-kIG,'tI-KIK,6,1
MATERIAL,174,mx-'tir-i-xl,BI-'tIr-I-IL,1,3
COMING,177,'k^-mIG,'KI-BIK,5,1
READ,174,rid,rIS,12,0
INSIDE,174,.In-'sAd,.IL-'tIS,1,1
MILES,179,'mA-xlz,'BI-ILt,1,1
DATA,173,'de-dx,'SI-SI,7,1
INSTEAD,173,.In-'stEd,.IL-'ttIS,1,1
LOW,182,lo,Lr,4,0
LOOKING,178,'lU-kIG,'Lr-KIK,2,1
LOST,173,lcst,Lctt,2,0
HEART,173,hart,Kcrt,9,0
FEELING,172,'fi-lIG,'FI-LIK,7,1
AMOUNT,172,x-'mWnt,I-'BWLt,1,1
ADDED,172,'@-dxd,'I-SIS,4,1
FOLLOWED,172,'fa-.lod,'Fc-.LrS,1,1
MAKES,172,meks,BIKt,20,0
PAY,172,pe,BI,9,0
SINGLE,183,'SIG-gxl,'SIK-KIL,7,1
MOVE,171,muv,BrF,3,0
HUNDRED,732,'h^n-drxd,'KIL-SrIS,2,1
INCLUDING,171,.In-'klu-dIG,.IL-'KLr-SIK,1,2
RESEARCH,174,'ri-.sRC,'rI-.trS,1,1
SIMPLY,171,'sIm-pli,'tIB-BLI,1,1
INDUSTRY,171,'In-dx-stri,'IL-SI-ttrI,1,2
BASIC,171,'be-sxk,'BI-tIK,7,1
COLD,171,kold,KrLS,8,0
TRIED,170,trAd,trIS,5,0
DEVELOPED,170,dx-'vE-lxpt,SI-'FI-LIBt,2,2
HOLD,169,hold,KrLS,8,0
REACHED,169,riCt,rISt,7,0
CAN'T,169,k@nt,KILt,19,0
COMMITTEE,168,kx-'mI-di,KI-'BI-SI,1,2
ISLAND,167,'A-lxnd,'I-LILS,1,1
DEFENSE,167,'di-.fEns,'SI-.FILt,1,1
EQUIPMENT,167,x-'kwIp-mxnt,I-'KwIB-BILt,1,2
ACTUALLY,166,'@k-CU-xl-i,'IK-Sr-IL-I,1,3
SHOWN,166,Son,SrL,10,0
CENTRAL,165,'sEn-trxl,'tIL-trIL,1,1
SON,169,s^n,tIL,25,0
RIVER,165,'rI-vR,'rI-Fr,3,1
GETTING,165,'gE-dIG,'KI-SIK,12,1
RELIGIOUS,165,rx-'lI-Jxs,rI-'LI-SIt,1,2
TEN,164,tEn,tIL,25,0
BEGINNING,164,bx-'gI-nIG,BI-'KI-LIK,4,2
SORT,164,scrt,tcrt,5,0
